Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
48fe5655-53eb-48c5-9157-3b7f42ee31ba,"2020-07-03, 11:38:03 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
589ef6c5-9661-4c33-87e3-682016a6083e,"2020-07-03, 11:38:03 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
73d25475-354e-4374-a807-82729fdd829d,"2020-07-03, 11:38:03 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
8da3a300-bc6d-4c27-bffb-af4d6f85c46c,"2020-07-03, 11:38:03 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
950d5d37-d70e-4c90-b7c9-ee0a6b3c9fd8,"2020-07-03, 11:38:03 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
13042e2b-6a8d-4bb7-9b70-ea0e9ccaa6db,"2020-07-03, 11:37:59 AM",root,ListPoliciesGrantingServiceAccess,,,,us-east-1,,46.114.3.208
63e08ecb-e6b5-4a19-88a3-f883b0e7b40a,"2020-07-03, 11:37:59 AM",root,GenerateServiceLastAccessedDetails,,,,us-east-1,,46.114.3.208
fb1cdcba-0b35-4234-bfeb-f8410364ba2b,"2020-07-03, 11:37:59 AM",root,GetServiceLastAccessedDetails,,,,us-east-1,,46.114.3.208
052fac44-ad37-4f61-af6b-4fe4aad316a5,"2020-07-03, 11:37:52 AM",root,ListAttachedGroupPolicies,,,,us-east-1,,46.114.3.208
25e44c11-b0e1-4dbd-81da-a35a23cec550,"2020-07-03, 11:37:52 AM",root,GetUser,,,,us-east-1,,46.114.3.208
8d5cc3b4-3d53-4fbb-a908-e6f3330fe15e,"2020-07-03, 11:37:52 AM",root,ListUserTags,,,,us-east-1,,46.114.3.208
a59c3dec-1a7e-49e1-8a08-b951061fcc69,"2020-07-03, 11:37:52 AM",root,ListAttachedUserPolicies,,,,us-east-1,,46.114.3.208
1a2f0e7b-c07d-440f-805a-527dcf0952e4,"2020-07-03, 11:37:49 AM",root,GetAccessKeyLastUsed,,,,us-east-1,,46.114.3.208
21a6cd4f-dd03-4a51-bec0-a9dedd5c8197,"2020-07-03, 11:37:49 AM",root,ListGroups,,,,us-east-1,,46.114.3.208
d5123cea-aed1-49bb-9bd3-b0512cb005bd,"2020-07-03, 11:37:48 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
f6b9db98-0d15-44bd-a79a-8ab11f8b834e,"2020-07-03, 11:37:48 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
0f5b7727-fbe6-49a7-b796-b54307650df0,"2020-07-03, 11:37:40 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
13b69e69-1216-4bba-966c-8561a776ce15,"2020-07-03, 11:37:40 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
846a1fc0-f356-4bfc-8c07-6562deba1927,"2020-07-03, 11:37:40 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
918ba852-1723-4ba6-bd7e-c1ad799646ec,"2020-07-03, 11:37:40 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
bec7095d-3748-48b2-aebc-272a794ea97b,"2020-07-03, 11:37:40 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
07299fc6-00a2-4366-85bb-5a296c24ced0,"2020-07-03, 11:37:39 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
4ff01423-bfae-4502-bf6f-b6c732af7976,"2020-07-03, 11:37:39 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
82484d64-5ec0-4eb8-853e-a7d04b76d9a7,"2020-07-03, 11:37:39 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
a46a63b1-af40-4433-8fa6-a0fea82e2c28,"2020-07-03, 11:37:39 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
f2da7b4e-bc62-491c-a12a-7bc7eaeb1cc0,"2020-07-03, 11:37:39 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
d9296714-949d-4ace-ab3b-0c9ead58f0da,"2020-07-03, 11:37:30 AM",root,ConsoleLogin,,,,us-east-1,,46.114.3.208
11c1f0e8-2a61-4d38-aebf-e85fe0937b37,"2020-07-03, 11:35:33 AM",root,ListUserTags,,,,us-east-1,,46.114.3.208
b1d85070-8ab5-46ab-8b5f-e5388befb770,"2020-07-03, 11:35:33 AM",root,GetUser,,,,us-east-1,,46.114.3.208
d1125214-394f-4716-88bb-71faeb667237,"2020-07-03, 11:35:33 AM",root,ListAttachedUserPolicies,,,,us-east-1,,46.114.3.208
9caf55d1-2d6f-42d0-bb12-b65cb814e493,"2020-07-03, 11:35:30 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
e772b6a4-73a7-4c55-9dea-833ab89c6185,"2020-07-03, 11:35:12 AM",root,ListAttachedGroupPolicies,,,,us-east-1,,46.114.3.208
a9393eed-e96d-4ecd-9389-1e5d61de1a54,"2020-07-03, 11:35:10 AM",root,GetGroup,,,,us-east-1,,46.114.3.208
0aed0443-50c3-4a07-a14d-8b4ac2c399c5,"2020-07-03, 11:35:08 AM",root,ListGroups,,,,us-east-1,,46.114.3.208
b4dddac5-1054-474e-a3b5-6238da67747e,"2020-07-03, 11:35:08 AM",root,ListGroups,,,,us-east-1,,46.114.3.208
1ce629a3-8ee0-4316-b861-6bda2a8dc11f,"2020-07-03, 11:35:02 AM",root,ListPolicies,,,,us-east-1,,46.114.3.208
